orderId;valueWithoutTaxes;countryCode;state;totalAmount
98546;446.92;US;;
47882;111.99;PR;;
97927;484.02;CA;;
36438;212.99;CA;;
44649;110.0;PR;;
69414;389.65;CA;;
30539;90.57;US;FL;
32429;442.64;CA;;
59190;290.59;PR;;
72623;78.11;PR;;
47156;43.49;US;NY;
75393;273.58;PR;;
45525;202.96;PR;;
72201;58.81;PR;;
68269;469.25;PR;;
76189;173.25;US;CA;
10373;86.69;US;FL;
96186;98.34;CA;;
37753;404.22;US;;
32225;157.95;CA;;
29593;337.37;PR;;
12421;359.4;CA;;
68273;219.43;CA;;
15604;171.13;US;FL;
23737;445.23;US;FL;
32651;187.99;PR;;
41429;32.56;PR;;
20405;87.14;CA;;
56145;309.75;PR;;
45034;416.2;PR;;
90315;13.14;PR;;
82546;131.26;PR;;
62889;262.49;PR;;
50028;23.93;CA;;
28618;354.65;CA;;
23447;251.56;US;NY;
25911;457.38;US;FL;
80431;133.74;US;TX;
43890;107.2;US;TX;
93185;316.08;CA;;
80327;334.85;PR;;
16798;472.69;PR;;
46190;190.76;PR;;
90029;486.31;US;FL;
40886;266.59;US;;
68834;316.22;CA;;
57780;326.12;PR;;
63621;136.15;CA;;
85415;17.75;CA;;
78878;363.69;PR;;
23436;447.76;CA;;
75043;120.8;US;NY;
48740;282.81;CA;;
40257;53.07;PR;;
16393;458.24;US;NY;
56912;23.49;CA;;
14571;137.06;PR;;
82818;186.58;CA;;
58848;210.71;CA;;
24994;87.64;CA;;
65370;182.94;PR;;
46387;13.93;CA;;
92222;407.54;US;CA;
67045;25.18;US;CA;
34512;453.8;CA;;
52473;133.55;CA;;
95534;384.67;PR;;
48373;375.81;CA;;
30819;109.15;US;NY;
27500;27.76;PR;;
68995;427.62;US;TX;
78230;161.09;US;NY;
64636;277.98;PR;;
31874;47.82;US;NY;
87354;418.76;PR;;
83251;35.53;US;CA;
97996;12.59;CA;;
31536;15.9;CA;;
29235;20.24;PR;;
39329;299.49;US;CA;
78621;222.35;US;TX;
31913;105.44;US;NY;
22311;84.5;PR;;
38988;479.45;CA;;
32349;403.41;US;;
39626;70.2;PR;;
10434;178.0;PR;;
21528;484.55;CA;;
52223;239.25;US;CA;
12114;103.24;US;CA;
73198;52.72;PR;;
74027;51.95;PR;;
11637;77.46;PR;;
40677;124.06;PR;;
96281;281.39;PR;;
83191;86.19;US;TX;
85473;426.89;US;TX;
33952;308.64;US;TX;
62146;217.66;CA;;
27333;385.83;PR;;
61724;57.69;CA;;
83928;475.81;US;NY;
71167;439.73;CA;;
79247;357.09;PR;;
47388;229.22;CA;;
59958;121.06;US;CA;
31363;382.0;PR;;
14562;258.5;CA;;
32841;333.83;PR;;
13161;404.3;PR;;
63044;453.13;US;FL;
80478;19.18;PR;;
41010;197.25;US;TX;
59455;370.08;PR;;
97940;10.09;CA;;
81969;390.2;US;CA;
55550;234.39;US;NY;
87849;466.22;PR;;
83535;340.0;US;FL;
87850;200.55;CA;;
91051;179.38;PR;;
32817;292.28;CA;;
60725;268.37;PR;;
53451;214.78;PR;;
87461;220.66;CA;;
33739;372.06;PR;;
60870;322.16;US;CA;
71169;396.74;PR;;
22821;240.55;PR;;
86839;183.32;US;FL;
27933;138.14;PR;;
89463;81.58;PR;;
54971;448.16;US;;
43453;125.93;CA;;
19289;156.26;PR;;
35445;110.49;US;;
16166;171.17;US;CA;
35949;248.63;CA;;
95113;355.07;US;TX;
65554;345.68;CA;;
10581;412.32;US;CA;
30868;230.93;CA;;
69910;338.86;CA;;
16440;283.74;US;NY;
56121;376.34;PR;;
19042;325.44;CA;;
22259;302.81;US;TX;
49624;31.5;CA;;
58004;23.07;PR;;
45436;227.32;US;TX;
65929;212.68;PR;;
84649;478.94;US;CA;
98075;262.18;US;NY;
66508;151.24;PR;;
66593;272.66;CA;;
84156;444.97;PR;;
48989;210.7;US;;
72020;402.74;US;FL;
58712;44.89;US;TX;
44552;475.58;US;FL;
73271;327.41;CA;;
62212;52.17;CA;;
89035;493.68;US;NY;
28577;43.92;PR;;
39696;464.68;US;NY;
32149;175.62;CA;;
89896;494.99;PR;;
85172;216.32;CA;;
17659;151.51;PR;;
30634;282.15;US;NY;
65535;211.33;CA;;
99281;120.27;PR;;
35741;211.79;CA;;
66188;42.17;PR;;
71736;105.34;US;FL;
28659;428.24;PR;;
88984;385.97;PR;;
25040;197.01;US;;
25068;105.95;PR;;
82852;324.97;PR;;
99043;286.69;PR;;
84138;124.78;US;NY;
96099;332.04;PR;;
13643;143.52;PR;;
52001;330.15;US;TX;
85074;168.39;PR;;
37588;139.14;US;NY;
45760;472.76;CA;;
21139;274.88;US;FL;
64202;484.93;CA;;
46538;110.26;PR;;
79615;432.38;US;FL;
99696;150.99;CA;;
79700;228.25;PR;;
20915;251.27;CA;;
51741;229.61;PR;;
15178;131.4;US;CA;
66689;20.13;US;TX;
93291;468.25;US;;
32883;305.56;CA;;
23177;171.84;CA;;
98261;376.77;PR;;
87137;94.84;PR;;
63549;453.81;CA;;
60828;163.63;US;TX;
52832;322.61;PR;;
85337;222.49;US;NY;
52488;455.57;US;NY;
74814;113.95;PR;;
83665;178.45;CA;;
18593;56.41;US;;
31093;264.75;CA;;
14157;63.75;CA;;
20324;77.48;CA;;
14514;46.77;US;CA;
60998;216.26;PR;;
26699;301.63;CA;;
28936;13.78;PR;;
76930;287.04;PR;;
45422;385.15;PR;;
29578;47.67;PR;;
27026;185.96;CA;;
44418;367.71;PR;;
26830;383.37;US;CA;
52121;294.87;PR;;
34349;62.22;CA;;
88099;438.9;PR;;
63441;382.31;CA;;
68855;164.48;US;CA;
47868;118.17;CA;;
15713;294.21;US;;
87237;23.26;US;TX;
67382;459.76;CA;;
24504;129.32;CA;;
28438;130.03;US;;
96992;147.98;PR;;
77703;79.6;PR;;
87009;222.05;CA;;
95271;376.99;US;TX;
79016;181.34;PR;;
91219;22.52;PR;;
21729;470.59;US;FL;
20488;117.16;CA;;
62934;285.16;US;TX;
22092;375.4;US;TX;
63228;156.67;CA;;
58446;488.0;CA;;
65634;454.33;US;CA;
85386;310.51;PR;;
41497;45.02;PR;;
57197;170.58;US;NY;
85892;461.63;US;FL;
35107;446.78;CA;;
76629;376.97;CA;;
81139;247.19;PR;;
73609;24.27;CA;;
58378;281.24;US;CA;
91744;425.07;CA;;
83739;108.23;CA;;
88754;334.26;US;NY;
78312;104.25;US;FL;
74681;281.98;US;CA;
45898;110.65;PR;;
40634;280.39;PR;;
10706;468.08;PR;;
33372;244.74;PR;;
80977;14.8;CA;;
65683;319.53;CA;;
66124;182.74;PR;;
62605;92.95;US;CA;
46746;21.45;CA;;
24136;219.42;CA;;
94868;119.96;US;FL;
55621;159.47;PR;;
66835;48.56;US;FL;
49687;408.97;PR;;
53443;478.56;CA;;
50871;102.64;PR;;
39429;393.08;PR;;
62578;17.54;US;NY;
76453;363.34;CA;;
27142;64.4;CA;;
97287;49.9;US;NY;
71247;406.7;PR;;
63293;344.88;PR;;
15532;99.47;PR;;
79712;192.7;PR;;
26752;325.68;PR;;
11861;301.43;PR;;
31458;236.13;PR;;
52380;153.91;PR;;
30752;244.81;PR;;
92303;145.48;US;FL;
10814;328.97;US;FL;
78624;250.44;PR;;
97616;406.96;US;CA;
52959;358.64;US;NY;
51926;60.71;PR;;
64996;411.34;PR;;
54202;56.53;CA;;
99967;364.16;PR;;
91953;101.04;PR;;
12120;308.34;PR;;
35680;385.53;PR;;
73214;129.33;PR;;
58035;81.64;PR;;
30209;497.4;CA;;
23803;369.94;US;TX;
68156;54.43;CA;;
28374;404.57;PR;;
11984;433.67;PR;;
22881;142.21;US;CA;
17839;431.02;PR;;
38747;143.46;CA;;
47253;129.45;PR;;
26683;42.43;US;TX;
75356;255.78;US;;
75084;118.66;US;;
86282;255.95;CA;;
83864;27.39;US;TX;
54968;228.61;CA;;
65100;282.63;PR;;
26312;34.94;CA;;
36751;238.32;PR;;
13847;393.55;CA;;
22227;11.74;PR;;
74552;264.28;PR;;
56489;383.78;CA;;
56082;265.88;CA;;
80037;374.1;CA;;
18010;188.48;US;NY;
16207;147.58;US;CA;
36686;123.59;CA;;
79586;108.22;CA;;
56019;255.37;PR;;
46569;152.24;PR;;
43894;285.4;PR;;
95280;472.99;PR;;
90276;417.36;US;FL;
27461;397.92;US;NY;
94605;77.46;US;CA;
52984;467.76;PR;;
37567;125.94;CA;;
30337;446.99;US;TX;
79601;487.24;PR;;
28612;241.67;US;TX;
18636;376.06;US;CA;
70901;304.0;CA;;
69402;163.36;US;;
91187;408.87;US;;
42093;106.84;PR;;
32143;53.81;CA;;
76858;122.27;CA;;
38467;481.63;US;FL;
14584;311.86;PR;;
68938;90.27;PR;;
57517;63.09;US;CA;
88635;477.81;PR;;
57173;287.24;US;FL;
25912;149.03;US;TX;
33199;409.62;US;FL;
63197;68.19;US;NY;
37721;134.98;PR;;
71997;256.68;PR;;
88149;286.0;CA;;
93622;355.76;CA;;
60830;381.73;CA;;
24403;267.1;CA;;
33220;496.74;CA;;
77366;159.87;PR;;
11945;95.02;US;CA;
60010;408.3;US;NY;
73420;395.34;PR;;
62748;493.7;PR;;
19013;419.02;US;TX;
50620;211.34;CA;;
73972;436.28;PR;;
90718;172.79;US;CA;
54045;352.04;CA;;
71984;351.93;PR;;
68648;166.56;CA;;
76391;442.03;US;CA;
91662;417.63;US;FL;
89874;379.31;CA;;
76128;247.37;US;FL;
43071;155.1;PR;;
77901;237.19;CA;;
56898;470.01;US;TX;
84486;490.89;PR;;
42420;367.19;PR;;
86452;454.06;PR;;
59152;363.2;CA;;
32756;346.73;CA;;
63809;377.77;PR;;
27323;222.88;CA;;
39216;308.94;CA;;
69617;311.38;US;TX;
53887;13.66;PR;;
82875;496.01;PR;;
25589;178.3;CA;;
79849;83.78;PR;;
43155;261.0;PR;;
31622;413.67;US;CA;
55888;91.03;US;;
41682;345.0;US;FL;
90845;40.94;PR;;
17907;370.88;US;;
58925;59.97;US;;
70237;470.41;PR;;
78704;312.79;PR;;
88764;480.14;PR;;
88300;294.66;US;TX;
40212;493.38;US;TX;
55158;398.65;US;FL;
29117;346.25;PR;;
48603;126.57;US;FL;
89458;91.74;CA;;
13907;309.88;US;NY;
48667;184.96;PR;;
22999;373.71;CA;;
87394;215.83;PR;;
87108;273.16;US;CA;
98941;377.04;PR;;
64468;130.41;PR;;
28590;464.58;CA;;
93363;126.17;CA;;
59361;101.01;US;NY;
75238;499.77;US;FL;
83670;495.77;PR;;
21663;471.45;US;;
59402;268.7;US;NY;
82941;323.07;CA;;
77427;203.84;US;NY;
91696;235.05;CA;;
45935;126.61;US;;
68992;55.68;CA;;
72288;455.22;US;CA;
70193;68.19;PR;;
35360;318.41;PR;;
67236;482.83;PR;;
50068;374.24;CA;;
24440;306.3;PR;;
67585;344.95;CA;;
88161;339.82;CA;;
86177;359.38;CA;;
36048;379.93;PR;;
31460;486.42;PR;;
67024;49.66;PR;;
60861;325.28;US;TX;
71878;332.59;PR;;
56208;124.72;US;CA;
52311;102.4;PR;;
71115;366.14;PR;;
32208;117.3;PR;;
50831;346.94;US;FL;
96813;386.66;US;;
37670;52.13;PR;;
92671;286.34;CA;;
44189;480.74;PR;;
17341;282.68;PR;;
23412;183.5;PR;;
54426;386.5;PR;;
37736;390.5;PR;;
63683;162.15;PR;;
18561;179.75;PR;;
60626;59.22;PR;;
10887;212.19;PR;;
36481;482.89;CA;;
43485;236.1;US;TX;
64578;165.16;CA;;
68658;280.16;PR;;
43041;258.5;US;;
80853;455.69;CA;;
39493;416.29;CA;;
27500;360.94;CA;;
17513;343.44;US;CA;
47702;140.3;US;CA;
31835;233.19;CA;;
32299;239.42;CA;;
22141;163.33;PR;;
61640;417.74;CA;;
91558;53.24;PR;;
40843;115.31;US;;
73014;207.39;PR;;
75091;39.54;CA;;
73840;426.22;US;;
81512;147.11;PR;;
67968;469.41;US;NY;
10921;353.42;US;CA;
48821;14.05;US;;
13068;486.36;PR;;
32142;300.41;CA;;
84676;209.78;PR;;
98207;187.26;US;;
39828;278.01;PR;;
72170;460.09;US;TX;
45670;148.43;CA;;
13150;128.6;CA;;
29653;297.31;CA;;
15256;271.53;CA;;
42949;244.53;CA;;
72699;462.89;PR;;
26333;318.47;PR;;
69934;253.21;CA;;
21183;266.63;CA;;
48818;432.27;CA;;
65208;164.74;US;FL;
89272;233.27;PR;;
81371;297.74;PR;;
70885;146.18;PR;;
99282;107.05;US;CA;
99598;280.03;CA;;
18813;352.88;PR;;
59606;491.27;CA;;
94756;55.77;PR;;
64213;359.36;PR;;
79918;405.17;US;FL;
25898;358.61;PR;;
49311;446.65;US;CA;
45045;259.47;PR;;
51394;282.61;CA;;
65981;408.77;CA;;
31505;221.59;PR;;
52061;465.35;CA;;
69230;366.12;US;FL;
63913;355.5;PR;;
73654;102.17;PR;;
65555;146.04;US;NY;
47010;234.8;PR;;
95189;231.73;CA;;
70419;416.2;PR;;
12846;196.91;PR;;
60176;157.83;CA;;
84797;309.85;US;FL;
25129;306.96;CA;;
19575;263.74;US;TX;
67479;345.8;CA;;
81173;470.94;US;TX;
40641;222.08;US;CA;
76439;396.78;CA;;
92346;285.24;PR;;
83503;355.82;CA;;
38283;72.94;PR;;
64605;177.96;CA;;
67564;160.69;US;CA;
68038;90.56;US;TX;
73545;205.41;CA;;
13789;393.19;PR;;
70628;390.23;CA;;
44225;335.35;PR;;
41750;444.81;CA;;
49293;139.63;CA;;
71939;81.05;CA;;
85360;466.01;US;FL;
20308;13.27;PR;;
68943;421.46;US;CA;
26694;141.63;PR;;
97752;405.15;PR;;
59649;245.04;US;FL;
48993;36.78;CA;;
63791;473.81;CA;;
87147;479.81;CA;;
56298;90.32;PR;;
63784;86.23;PR;;
84557;325.77;US;;
45263;166.57;PR;;
31966;35.92;PR;;
30044;78.13;CA;;
74763;203.19;CA;;
49801;310.31;PR;;
65940;314.6;PR;;
31713;323.35;US;NY;
19786;360.68;PR;;
65355;207.42;US;TX;
47978;164.06;PR;;
55371;82.95;US;NY;
59255;57.37;CA;;
87766;222.78;CA;;
49214;456.52;US;;
84659;49.33;US;CA;
98301;187.42;PR;;
57391;132.21;CA;;
16560;78.75;US;CA;
82962;281.32;CA;;
22188;423.68;US;;
15375;315.15;PR;;
54732;233.19;CA;;
77620;492.29;PR;;
70341;392.55;US;;
33413;326.45;CA;;
71699;175.08;PR;;
26340;344.44;PR;;
83509;161.64;US;TX;
89324;84.32;CA;;
20119;242.82;PR;;
25080;100.63;US;CA;
75859;63.95;PR;;
29081;14.04;CA;;
69954;280.73;PR;;
70369;328.02;CA;;
24362;306.89;CA;;
61129;132.14;US;CA;
46108;370.16;US;TX;
12222;24.2;PR;;
39460;283.23;CA;;
92474;473.8;US;CA;
22650;59.82;CA;;
20433;68.17;US;FL;
44017;445.58;PR;;
23587;269.39;PR;;
51085;345.96;PR;;
17428;456.43;PR;;
33071;36.65;CA;;
82095;86.16;PR;;
65719;51.18;PR;;
67395;13.17;PR;;
85668;282.79;US;FL;
59653;422.22;US;;
81799;377.45;PR;;
48402;322.75;CA;;
34429;310.76;CA;;
70165;119.88;PR;;
23422;499.87;PR;;
75392;317.2;PR;;
12413;149.69;CA;;
83798;147.34;CA;;
26188;362.26;CA;;
22516;52.66;CA;;
79990;363.69;CA;;
20099;176.93;PR;;
50167;354.83;US;;
77359;486.81;CA;;
31259;406.86;US;;
37317;352.48;US;;
83501;124.3;US;TX;
96661;127.03;US;FL;
70137;262.11;CA;;
43432;21.79;PR;;
79037;240.95;US;CA;
51502;355.51;US;;
74018;243.07;US;NY;
40953;197.89;CA;;
83950;137.68;CA;;
24347;263.17;CA;;
92241;210.84;US;CA;
35384;190.89;US;TX;
31367;89.52;US;TX;
82425;456.72;PR;;
24694;459.09;CA;;
87701;397.91;US;NY;
34754;443.04;PR;;
26695;387.52;PR;;
54470;250.58;CA;;
39156;433.67;CA;;
49583;486.46;CA;;
78597;379.67;PR;;
83628;358.24;US;CA;
42436;257.35;US;NY;
64243;23.57;US;NY;
16771;375.46;CA;;
18018;270.27;PR;;
75060;47.57;CA;;
34908;464.23;US;;
40065;291.66;PR;;
96805;133.13;CA;;
16336;143.53;PR;;
37810;150.13;US;;
53465;428.06;CA;;
41309;212.83;CA;;
85833;198.16;CA;;
98897;236.67;CA;;
77472;147.22;CA;;
42783;10.9;PR;;
76911;338.11;US;NY;
67191;380.4;PR;;
28730;466.32;CA;;
28679;417.74;US;FL;
12364;125.87;CA;;
59788;430.7;CA;;
79905;297.84;US;TX;
15555;411.57;PR;;
28337;158.71;PR;;
99504;41.15;US;TX;
16487;252.41;US;CA;
93621;138.9;US;NY;
33959;15.45;US;FL;
43969;162.52;PR;;
93652;182.07;PR;;
20744;448.01;US;TX;
26612;376.42;CA;;
78310;244.46;PR;;
49705;47.1;PR;;
55971;412.98;CA;;
93892;123.92;PR;;
86190;55.95;PR;;
88592;80.84;CA;;
67349;88.12;US;TX;
90726;400.47;US;CA;
84584;106.15;PR;;
48223;209.35;PR;;
80243;365.16;CA;;
82260;446.1;US;TX;
99767;326.71;US;CA;
65872;321.34;PR;;
98885;464.96;CA;;
23729;316.39;PR;;
73861;229.89;CA;;
11593;185.4;PR;;
22389;223.52;US;CA;
12114;321.0;US;TX;
31373;333.35;PR;;
31201;475.75;CA;;
90644;14.8;PR;;
34575;214.21;US;;
44980;100.53;US;CA;
53508;365.37;PR;;
60435;459.74;PR;;
13154;102.24;US;;
23558;258.45;US;CA;
23212;390.0;CA;;
11483;412.01;CA;;
47997;430.29;US;CA;
72359;130.93;PR;;
93782;363.08;US;NY;
64178;325.88;PR;;
27843;293.5;CA;;
62715;438.93;PR;;
55958;176.93;PR;;
93870;369.23;PR;;
64095;214.48;US;;
16596;436.01;US;NY;
37764;440.37;CA;;
35145;74.65;CA;;
42419;146.52;CA;;
88639;193.9;CA;;
89930;298.95;CA;;
35834;219.49;CA;;
55432;40.66;PR;;
59798;309.55;US;;
39343;202.83;CA;;
85968;289.53;US;FL;
21800;180.26;US;TX;
56944;204.74;CA;;
30895;464.29;CA;;
64942;356.9;CA;;
13835;368.71;CA;;
64495;93.8;CA;;
10686;110.37;CA;;
74448;134.19;US;;
91148;149.96;PR;;
45077;208.72;US;CA;
22761;59.54;PR;;
56443;322.77;CA;;
64585;380.61;US;CA;
22472;46.11;PR;;
20466;420.12;US;NY;
10743;327.52;CA;;
39171;401.21;US;NY;
61170;91.22;CA;;
35819;269.59;PR;;
22593;305.78;US;FL;
37199;65.74;PR;;
84027;128.6;CA;;
72500;177.82;PR;;
43912;375.1;US;TX;
57246;411.53;CA;;
98203;62.65;PR;;
44860;367.6;US;CA;
81567;61.79;PR;;
35406;495.51;US;FL;
28318;490.88;CA;;
48138;445.56;CA;;
28217;229.36;US;NY;
14529;215.23;PR;;
74369;271.74;CA;;
47500;311.62;US;TX;
82294;370.61;US;CA;
36319;224.59;PR;;
39210;371.33;PR;;
58026;357.16;CA;;
88172;461.32;PR;;
17262;322.85;PR;;
21435;350.62;US;;
56509;179.4;CA;;
57209;224.57;US;TX;
20646;98.55;US;;
97856;288.94;CA;;
15789;102.44;PR;;
61487;25.75;US;NY;
87709;150.77;PR;;
97730;253.8;US;CA;
72583;247.56;US;FL;
71164;271.57;US;TX;
29427;254.76;US;TX;
65318;483.76;US;NY;
71029;13.5;PR;;
15893;182.86;US;CA;
57646;448.75;PR;;
44277;299.85;CA;;
67976;375.76;CA;;
15738;89.5;PR;;
78065;40.21;CA;;
58918;197.33;CA;;
99096;207.18;CA;;
64009;374.98;CA;;
25557;327.15;US;;
28958;21.9;PR;;
84614;483.81;US;TX;
33127;302.87;PR;;
88734;351.61;US;FL;
84375;48.22;PR;;
86013;497.12;CA;;
78834;220.97;PR;;
27349;204.63;US;;
12644;25.69;CA;;
33962;304.64;CA;;
51592;476.35;CA;;
78886;209.83;PR;;
93329;365.51;CA;;
40180;326.56;US;FL;
80806;186.3;PR;;
13456;54.52;CA;;
70602;189.98;CA;;
32343;465.73;US;NY;
92181;62.52;PR;;
66895;196.93;US;NY;
68311;459.06;US;TX;
59723;274.32;PR;;
86684;58.82;CA;;
55363;192.73;US;TX;
64141;389.58;PR;;
15069;41.63;US;FL;
24284;240.85;PR;;
88610;322.69;PR;;
10654;414.38;CA;;
42060;459.91;PR;;
82445;485.21;CA;;
72084;62.11;US;FL;
20365;247.43;CA;;
27697;64.99;CA;;
44180;403.81;CA;;
18131;35.79;US;;
90908;336.4;US;FL;
17839;147.32;PR;;
46741;154.23;PR;;
41633;279.01;CA;;
38654;460.44;US;NY;
17880;451.77;PR;;
76791;338.0;PR;;
50656;412.12;PR;;
75179;296.76;CA;;
93243;207.47;PR;;
17665;208.54;US;CA;
23118;121.94;US;CA;
63235;251.38;PR;;
47574;16.95;US;TX;
19989;430.46;CA;;
54002;63.55;US;;
47351;349.29;US;FL;
25052;197.44;US;CA;
93460;392.08;PR;;
14556;164.84;US;CA;
80326;471.41;PR;;
86780;274.28;PR;;
84663;279.84;PR;;
84701;120.23;CA;;
96458;165.63;US;FL;
20855;375.99;CA;;
97631;65.9;CA;;
32925;37.23;CA;;
86116;308.75;US;CA;
99434;324.61;PR;;
15968;122.84;PR;;
44829;396.85;CA;;
96196;209.29;CA;;
36710;118.19;CA;;
25228;118.2;CA;;
19165;204.96;PR;;
20143;453.46;CA;;
